doctor,patients_treated,total_appointments,avg_billing,no_shows
Derrick Hull,1,0,42312.71,
Derrick Jenkins,1,0,2413.5,
Derrick Johnson,1,0,19687.21,
Derrick Johnson DDS,1,0,24668.16,
Derrick Jones,1,0,19580.74,
Derrick Joseph,1,0,31478.82,
Derrick Klein,2,0,13406.43,
Derrick Lucas,1,0,30803.75,
Derrick Martinez,1,0,37989.2,
Derrick Mitchell DVM,1,0,23172.96,
Derrick Moore,1,0,17226.7,
Derrick Morrison,3,0,22836.7,
Derrick Mullins,1,0,29175.83,
Derrick Pena,1,0,41135.85,
Derrick Perez Jr.,1,0,28748.9,
Derrick Rocha,1,0,14952.45,
Derrick Rogers,1,0,15800.96,
Derrick Sanders,1,0,13157.63,
Derrick Thompson,1,0,16365.0,
Derrick Travis,1,0,20865.38,
Derrick Ware,1,0,4537.4,
Derrick Wiggins,1,0,13306.65,
Derrick Wolfe,1,0,8536.73,
Derrick Wood,1,0,12171.58,
Desiree Ali,1,0,12188.57,
Desiree Bowman,1,0,16658.35,
Desiree Collins,1,0,44455.54,
Desiree Dixon,1,0,49138.36,
Desiree Gordon,1,0,28781.73,
Desiree Guzman,1,0,42019.15,
Desiree Hoffman,1,0,38754.08,
Desiree Jenkins,2,0,19163.39,
Desiree Johnson,2,0,22625.21,
Desiree Jones,2,0,43287.12,
Desiree Leach,1,0,10106.49,
Desiree Lewis,1,0,3140.7,
Desiree Lopez,1,0,14683.55,
Desiree Martin DDS,1,0,8508.11,
Desiree Mcdaniel,1,0,17967.81,
Desiree Myers,1,0,34014.68,
Desiree Park,2,0,38286.88,
Desiree Perez,1,0,41140.83,
Desiree Potter,1,0,28225.03,
Desiree Ray,1,0,8951.53,
Desiree Reed,1,0,10121.23,
Desiree Rojas,1,0,3855.33,
Desiree Smith,1,0,462.94,
Desiree Swanson,1,0,16470.02,
Desiree Thornton,1,0,31484.41,
Desiree Wright,1,0,11259.08,
Desiree Young,1,0,2770.64,
Destiny Brooks,1,0,7162.05,
Destiny Delacruz,1,0,43793.34,
Destiny Edwards,1,0,17724.05,
Destiny Glover,1,0,6800.57,
Destiny Hale,1,0,29519.87,
Destiny Hernandez,1,0,46223.23,
Destiny Hicks,1,0,50003.87,
Destiny Hooper,1,0,31781.02,
Destiny Lambert,1,0,15418.97,
Destiny Long,1,0,37442.45,
Destiny Mason,1,0,44005.77,
Destiny Miller,2,0,14270.04,
Destiny Nichols,1,0,38716.05,
Destiny Reid,1,0,16499.05,
Destiny Simmons,1,0,19271.96,
Destiny Singh,2,0,7185.54,
Destiny Weber,1,0,3554.09,
Destiny Wong,1,0,36525.56,
Destiny Wright,1,0,31590.72,
Devin Anderson,1,0,20033.75,
Devin Bernard,1,0,12860.05,
Devin Brown,1,0,25889.16,
Devin Campos,1,0,10670.94,
Devin Conrad,1,0,36243.19,
Devin Davis,1,0,15744.81,
Devin Gates,1,0,45403.36,
Devin Gibbs,1,0,32809.02,
Devin Hall,1,0,7612.12,
Devin Haynes,1,0,9403.02,
Devin Hughes,1,0,8941.43,
Devin James,1,0,16097.87,
Devin Johnson,1,0,39357.21,
Devin Lopez,1,0,9746.47,
Devin Marshall,2,0,43879.06,
Devin Martin,1,0,5038.08,
Devin Miller,1,0,6078.94,
Devin Murray,1,0,27330.22,
Devin Paul,1,0,30335.9,
Devin Potts,1,0,6540.29,
Devin Pratt,1,0,36862.17,
Devin Rasmussen,1,0,44155.26,
Devin Rodgers,1,0,45618.29,
Devin Russell,1,0,43463.65,
Devin Russo,1,0,49378.93,
Devin Salas,1,0,34116.2,
Devin Turner,1,0,44451.34,
Devin Tyler,1,0,16287.42,
Devin Williams,2,0,43558.77,
Devin Wright,1,0,48550.26,
Devon Brewer,1,0,21880.24,
Devon Cochran,1,0,39127.48,
Devon Garner,1,0,2427.09,
Devon Lamb,1,0,37488.8,
Devon Lucero,1,0,21254.06,
Devon Murphy,1,0,6803.47,
Devon Parker,1,0,31811.16,
Devon Peters,2,0,35587.21,
Devon Pruitt,1,0,7092.38,
Devon Smith,1,0,32860.06,
Devon Watkins,2,0,29831.65,
Diamond Foster,2,0,5329.0,
Diamond Graves,1,0,49388.73,
Diamond Kelley,1,0,32502.57,
Diamond Reynolds,1,0,4324.66,
Diamond Rodriguez,2,0,46893.39,
Diamond Wilkerson,1,0,3869.89,
Diana Anderson,2,0,20820.74,
Diana Bates,1,0,29476.7,
Diana Blanchard,2,0,27971.09,
Diana Boyd,1,0,45913.16,
Diana Bradley,1,0,34661.68,
Diana Brown,1,0,12292.47,
Diana Buchanan,2,0,38954.63,
Diana Cameron,1,0,992.96,
Diana Collins,1,0,16075.97,
Diana Contreras,2,0,24394.64,
Diana Cruz,2,0,23741.32,
Diana Day,1,0,39057.94,
Diana Douglas,2,0,14358.97,
Diana Duncan,1,0,12439.54,
Diana Erickson DDS,1,0,50415.25,
Diana Espinoza,2,0,42592.8,
Diana Farmer DDS,1,0,21043.27,
Diana Fowler,1,0,38456.36,
Diana Franco,1,0,3899.63,
Diana Garcia,1,0,11012.44,
Diana Greer,1,0,7185.43,
Diana Guerrero,1,0,43446.93,
Diana Hale,1,0,44728.4,
Diana Harmon,1,0,32625.68,
Diana Hartman,1,0,47263.32,
Diana Hensley,1,0,23093.21,
Diana Hernandez,1,0,12637.24,
Diana Hunt,1,0,10480.2,
Diana Jackson,1,0,7521.73,
Diana Jacobs,1,0,19644.46,
Diana Jensen,2,0,6524.6,
Diana Jimenez,1,0,40396.59,
Diana Johnson,5,0,22841.9,
Diana Jones,2,0,13088.63,
Diana Jordan,1,0,35015.45,
Diana Kelly,1,0,16488.03,
Diana Kent,1,0,36834.64,
Diana Kirk,1,0,37311.88,
Diana Lambert,2,0,18504.98,
Diana Lee,1,0,36760.48,
Diana Leonard,2,0,30623.95,
Diana Lester,1,0,48296.94,
Diana Li,1,0,40251.17,
Diana Lopez,1,0,22597.03,
Diana Marshall,2,0,34157.75,
Diana Martin,2,0,47692.54,
Diana Martinez,5,0,34368.12,
Diana Mcgrath,1,0,28469.02,
Diana Mcpherson,1,0,15392.08,
Diana Meyer,1,0,17241.18,
Diana Moore,1,0,20445.91,
Diana Morales,1,0,37592.95,
Diana Moreno,1,0,31043.8,
Diana Morris,1,0,42505.2,
Diana Navarro,1,0,20836.54,
Diana Nelson,1,0,41365.39,
Diana Patel,1,0,34087.92,
Diana Phillips,1,0,2431.95,
Diana Ramirez,2,0,30585.44,
Diana Reyes,1,0,46895.91,
Diana Rivera,1,0,44250.97,
Diana Robinson,1,0,29290.44,
Diana Rogers,1,0,9908.86,
Diana Roman,1,0,31058.59,
Diana Romero,1,0,1584.7,
Diana Rose,2,0,22261.61,
Diana Ross,1,0,9217.18,
Diana Roth,1,0,4903.74,
Diana Salinas,1,0,40081.25,
Diana Sanders,1,0,23294.33,
Diana Santos,1,0,5348.54,
Diana Savage,1,0,42599.71,
Diana Shaw,1,0,6949.88,
Diana Simmons,1,0,8495.55,
Diana Smith,4,0,4124.13,
Diana Sweeney,1,0,30623.44,
Diana Taylor,1,0,40522.09,
Diana Tran,1,0,45987.16,
Diana Tucker,1,0,36553.76,
Diana Underwood,1,0,46436.65,
Diana Wallace,2,0,17821.74,
Diana Waters,1,0,11648.24,
Diana Williams DDS,1,0,41294.17,
Diana Willis,1,0,19359.62,
Diane Adams,1,0,29462.25,
Diane Anderson DDS,2,0,13936.02,
Diane Andrade,2,0,37959.87,
Diane Arias,1,0,11919.32,
Diane Arnold,1,0,46701.32,
Diane Ashley,1,0,38309.65,
Diane Barnes,1,0,27984.93,
Diane Bauer,1,0,8034.2,
Diane Beck,1,0,43847.65,
Diane Bishop,1,0,26413.75,
Diane Blair,1,0,28169.76,
Diane Bright,1,0,44163.56,
Diane Cabrera,1,0,17349.65,
Diane Castro,1,0,37934.47,
Diane Chen,1,0,41416.03,
Diane Clark,2,0,31587.6,
Diane Clements,1,0,12377.73,
Diane Cobb,2,0,24101.3,
Diane Contreras,1,0,4126.06,
Diane Cooper,1,0,37246.31,
Diane Cox,1,0,49089.0,
Diane Cummings,1,0,11840.48,
Diane Davis,3,0,30049.19,
Diane Diaz,1,0,16441.42,
Diane Ewing,1,0,32192.07,
Diane Fletcher,1,0,16093.63,
Diane Flores,2,0,11702.11,
Diane Foster,1,0,18802.68,
Diane Garcia,2,0,31808.48,
Diane Gilbert,1,0,7014.24,
Diane Goodwin,1,0,47814.39,
Diane Griffin,2,0,20577.71,
Diane Griffith,1,0,36525.11,
Diane Guzman,1,0,13224.92,
Diane Hernandez,1,0,41537.62,
Diane Hoffman,1,0,48952.83,
Diane Hood,1,0,17011.78,
Diane Hopkins,1,0,37616.98,
Diane Horne,1,0,31734.89,
Diane Hubbard,1,0,46939.92,
Diane Hunter,1,0,32169.31,
Diane Hutchinson,1,0,49511.4,
Diane Jenkins,1,0,40580.75,
Diane Jones,1,0,35786.15,
Diane Jordan,2,0,30764.45,
Diane King,1,0,28564.41,
Diane Madden,1,0,39012.08,
Diane Marshall,1,0,14892.6,
Diane Martin,1,0,24012.54,
Diane Mcneil,1,0,34511.24,
Diane Merritt,1,0,33652.37,
Diane Morgan,1,0,43581.57,
Diane Nelson,1,0,20975.11,
Diane Olson,1,0,13139.23,
Diane Owens,1,0,15041.24,
Diane Parker,1,0,6367.27,
Diane Patel,1,0,44185.34,
Diane Patterson,1,0,8335.45,
Diane Pratt,1,0,5413.99,
Diane Ramsey,1,0,49991.48,
Diane Richardson,1,0,4697.23,
Diane Riley,2,0,22935.41,
Diane Rivera,1,0,26013.7,
Diane Robinson,1,0,1037.26,
Diane Ryan,1,0,13833.99,
Diane Sellers,1,0,40558.09,
Diane Smith,2,0,45012.52,
Diane Stanley,1,0,5486.21,
Diane Stephens,1,0,24475.87,
Diane Sutton,1,0,22986.29,
Diane Thomas,1,0,11865.58,
Diane Torres,1,0,45861.7,
Diane Trujillo,1,0,4746.94,
Diane Vargas,1,0,33634.0,
Diane Wagner,2,0,23890.74,
Diane White,4,0,34981.45,
Diane Williams,1,0,38074.99,
Diane Young,1,0,48749.62,
Dillon Bush,1,0,46679.19,
Dillon Campbell,1,0,25525.4,
Dillon Gonzales,2,0,11230.5,
Dillon Gutierrez,1,0,8924.83,
Dillon Jenkins,1,0,3760.71,
Dillon Lowery,1,0,45513.63,
Dillon Mcneil,1,0,17675.59,
Dillon Parsons,1,0,28391.98,
Dillon Pittman,1,0,34778.41,
Dillon Reeves,1,0,31192.65,
Dillon Rich,1,0,3775.93,
Dillon Simmons,1,0,22662.04,
Dillon Smith,1,0,3367.33,
Dillon Wagner,1,0,46061.86,
Dillon Waters,2,0,7512.22,
Dillon Wood,2,0,44934.96,
Dillon Woods,1,0,2675.9,
Dominic Adams,1,0,47093.04,
Dominic Collins,2,0,9843.02,
Dominic Deleon,2,0,29128.71,
Dominic Ellis,1,0,29565.76,
Dominic Lewis,1,0,49399.45,
Dominic Miller,1,0,32643.3,
Dominic Mitchell,1,0,40014.76,
Dominic Morris,2,0,32220.23,
Dominic Navarro,1,0,2954.59,
Dominic Perez Jr.,1,0,15142.04,
Dominic Ramirez,1,0,38410.27,
Dominic Sandoval,1,0,47594.23,
Dominic Stanley,1,0,45321.3,
Dominic Stevens,1,0,9950.34,
Dominic Vincent,2,0,47270.93,
Dominic Wilkins,1,0,26898.91,
Dominique Bartlett,1,0,26919.02,
Dominique Bradford,2,0,19659.66,
Dominique Brown,1,0,36628.15,
Dominique Contreras,1,0,21595.23,
Dominique Fernandez,1,0,10098.33,
Dominique Hunt,1,0,24720.4,
Dominique Kelly,1,0,44161.57,
Dominique Lee,1,0,20128.04,
Dominique Mclean,1,0,39365.47,
Dominique Moody,1,0,35117.36,
Dominique Nguyen,1,0,37703.04,
Dominique Owens,2,0,40692.32,
Dominique Phillips,1,0,45919.08,
Dominique Ramirez,1,0,28189.51,
Dominique Richardson,1,0,2700.16,
Dominique Rios,1,0,23379.49,
Dominique Sampson,1,0,34925.23,
Dominique Sanchez,2,0,28892.17,
Dominique Thompson,1,0,33098.79,
Dominique Torres,1,0,37324.27,
Dominique Ward,1,0,46238.62,
Don Bass,1,0,22370.7,
Don Burgess,1,0,23116.92,
Don Clark,1,0,2131.24,
Don Fisher,1,0,21420.24,
Don Harris,1,0,19979.28,
Don Holt,1,0,23712.54,
Don Humphrey,1,0,31271.24,
Don Marsh,1,0,46625.75,
Don Munoz,1,0,21075.67,
Don Pope,1,0,20301.95,
Don Sanders,1,0,27885.68,
Don Smith,1,0,16237.22,
Don Wang,1,0,43347.81,
Don Wilson,1,0,35681.55,
Donald Acosta Jr.,2,0,539.52,
Donald Adams,1,0,24819.21,
Donald Adkins,1,0,24098.54,
Donald Allen,2,0,29539.86,
Donald Alvarez,1,0,40669.19,
Donald Anderson,2,0,13269.3,
Donald Arias,1,0,19253.11,
Donald Armstrong,1,0,45401.04,
Donald Barnes,1,0,9367.71,
Donald Benjamin,1,0,20246.09,
Donald Bradley,1,0,33515.61,
Donald Brown,1,0,42906.16,
Donald Camacho,1,0,43965.74,
Donald Cameron,1,0,48700.88,
Donald Cantu,1,0,18192.21,
Donald Castillo,1,0,31952.6,
Donald Cervantes,3,0,33839.35,
Donald Clark,1,0,45354.36,
Donald Cobb,1,0,45780.66,
Donald Coleman,1,0,1804.31,
Donald Combs,1,0,28599.76,
Donald Conway,1,0,9036.35,
Donald Cooley,2,0,6550.81,
Donald Cox,2,0,28107.81,
Donald Dixon,1,0,16019.05,
Donald Estes,1,0,41525.46,
Donald Ferguson,1,0,29283.9,
Donald Flowers,1,0,40566.8,
Donald Ford,1,0,1037.12,
Donald Galvan,1,0,7113.35,
Donald Gomez,1,0,10808.01,
Donald Gonzales,1,0,41111.78,
Donald Gonzalez,1,0,26130.28,
Donald Goodwin,1,0,16764.52,
Donald Grant,1,0,1180.05,
Donald Gray,1,0,22933.97,
Donald Guerrero,1,0,34847.71,
Donald Gutierrez,2,0,28372.78,
Donald Hall,1,0,4248.74,
Donald Hardy,1,0,49208.42,
Donald Harper,1,0,29279.79,
Donald Hebert,1,0,32363.64,
Donald Hendrix,1,0,27081.57,
Donald Herrera,1,0,19550.98,
Donald Hines,1,0,19868.3,
Donald Hoffman,1,0,4328.12,
Donald Hogan,1,0,3588.61,
Donald Hood,1,0,9476.84,
Donald House,1,0,23756.98,
Donald Howard,1,0,28133.68,
Donald Hutchinson,1,0,3780.38,
Donald Jackson,2,0,35307.0,
Donald Jenkins,1,0,48092.54,
Donald Johns,1,0,26058.54,
Donald Johnson,1,0,13048.55,
Donald Johnson DVM,1,0,38785.35,
Donald Kelly,2,0,26053.83,
Donald Knight,1,0,8303.47,
Donald Lester,1,0,11200.51,
Donald Lopez,2,0,26437.45,
Donald Love,1,0,43319.42,
Donald Lucas,1,0,44982.48,
Donald Martin,1,0,13739.99,
Donald May,1,0,18063.14,
Donald Maynard,1,0,11641.63,
Donald Mccann,1,0,46448.93,
Donald Mcfarland,1,0,13250.05,
Donald Molina,1,0,990.81,
Donald Moon,1,0,21423.6,
Donald Moore,1,0,177.52,
Donald Morales,4,0,24014.76,
Donald Morgan,1,0,17796.53,
Donald Morris,1,0,21863.07,
Donald Mullen,1,0,44580.13,
Donald Nguyen,1,0,4084.52,
Donald Obrien,2,0,23179.69,
Donald Ortiz,2,0,19017.9,
Donald Padilla,1,0,12451.16,
Donald Parrish,2,0,14294.9,
Donald Patel,2,0,7429.11,
Donald Peterson,2,0,34694.38,
Donald Phillips,2,0,29424.3,
Donald Price,1,0,21828.99,
Donald Ramirez,1,0,8377.54,
Donald Reynolds,2,0,16463.45,
Donald Richards,2,0,15635.3,
Donald Robertson,1,0,25302.32,
Donald Robinson,3,0,29522.72,
Donald Robles,1,0,3641.53,
Donald Rodriguez,1,0,18281.62,
Donald Rojas,1,0,40558.32,
Donald Rose,1,0,37358.11,
Donald Ruiz,1,0,2024.49,
Donald Rush,2,0,49303.15,
Donald Sanchez,1,0,35656.66,
Donald Schwartz,1,0,48780.21,
Donald Shaw,1,0,11565.57,
Donald Sherman,2,0,7040.69,
Donald Simmons,1,0,40784.13,
Donald Singh,1,0,23292.4,
Donald Smith,1,0,47130.09,
Donald Solis,1,0,4177.72,
Donald Sosa,1,0,7228.83,
Donald Strickland,1,0,6970.74,
Donald Taylor,2,0,22916.43,
Donald Todd,1,0,39322.1,
Donald Torres,1,0,46790.5,
Donald Tucker,1,0,17269.58,
Donald Turner,1,0,42472.56,
Donald Wagner,2,0,39570.07,
Donald Walker,2,0,41341.8,
Donald Wallace,1,0,12727.8,
Donald Ward,1,0,26001.19,
Donald Watson MD,2,0,18868.85,
Donald Watts,2,0,43425.76,
Donald Wheeler,1,0,43342.38,
Donald White,1,0,18794.33,
Donald Williams,3,0,5832.92,
Donald Wilson,1,0,24496.94,
Donald Young,1,0,46109.13,
Donald Young DDS,1,0,5633.31,
Donald Zamora,2,0,31532.36,
Donna Adams,1,0,9731.7,
Donna Aguilar,1,0,41449.92,
Donna Andersen,2,0,5790.42,
Donna Andrade,1,0,12563.59,
Donna Armstrong,1,0,24562.01,
Donna Barnett,1,0,31628.61,
Donna Bell,1,0,45662.8,
Donna Bentley,1,0,29934.61,
Donna Blanchard,1,0,7886.07,
Donna Booker,2,0,34500.19,
Donna Boyer,2,0,13183.62,
Donna Brennan,2,0,16836.17,
Donna Bright,2,0,34408.74,
Donna Brown,3,0,17631.05,
Donna Callahan,1,0,3770.64,
Donna Campbell,2,0,20419.69,
Donna Carlson,1,0,3060.38,
Donna Carr,1,0,41322.63,
Donna Castro,1,0,6644.63,
Donna Clark,1,0,28111.16,
Donna Coleman,2,0,20262.78,
Donna Colon,2,0,11870.91,
Donna Combs,1,0,44711.88,
Donna Cook,1,0,27078.47,
Donna Cox,1,0,43925.39,
Donna Cruz,1,0,5346.75,
Donna Davis,1,0,19161.69,
Donna Dawson,1,0,30766.39,
Donna Dean,1,0,36269.78,
Donna Dominguez,1,0,45231.12,
Donna Douglas,1,0,5332.45,
Donna Duffy,1,0,10449.75,
Donna Duncan,1,0,11147.49,
Donna Dunn,1,0,4250.2,
Donna Edwards,1,0,7966.81,
Donna Escobar,2,0,36329.88,
Donna Everett,1,0,3261.34,
Donna Fernandez,2,0,50526.71,
Donna Fields,1,0,7200.44,
Donna Fletcher,1,0,40592.93,
Donna Fowler,1,0,41313.21,
Donna Gonzalez,3,0,25306.34,
Donna Graham,1,0,5634.31,
Donna Green,1,0,24122.02,
Donna Griffin,1,0,39277.31,
Donna Hall,1,0,45355.07,
Donna Hancock,1,0,17759.66,
Donna Harvey,2,0,31240.57,
Donna Hernandez,1,0,37383.04,
Donna Herrera,1,0,13750.39,
Donna Hill,1,0,5181.07,
Donna Hobbs,1,0,23946.11,
Donna Howe,2,0,35408.66,
Donna Huerta,1,0,46710.06,
Donna Huffman,1,0,44996.25,
Donna Hunt,1,0,32098.19,
Donna Jacobs,1,0,39843.05,
Donna Jacobson,1,0,12698.69,
Donna James,1,0,20357.79,
Donna Jefferson,1,0,42734.21,
Donna Johnson,1,0,15410.84,
Donna Jones,3,0,16056.79,
Donna Kelley,1,0,30568.61,
Donna Kelly,2,0,9762.09,
Donna Kennedy,1,0,21335.87,
Donna Kim,1,0,29935.76,
Donna Larson,1,0,14159.21,
Donna Leblanc,1,0,28633.63,
Donna Lee,1,0,27212.09,
Donna Lester,1,0,37408.59,
Donna Lewis,1,0,49984.19,
Donna Lopez,4,0,18235.02,
Donna Lynch DVM,2,0,2163.08,
Donna Martin,3,0,30767.45,
Donna Martinez,1,0,21293.42,
Donna Martinez MD,1,0,25250.05,
Donna Mcguire,1,0,15376.9,
Donna Mcknight,2,0,48876.46,
Donna Miller,1,0,28652.46,
Donna Montgomery,1,0,48362.29,
Donna Montoya,1,0,44159.37,
Donna Morris,3,0,19900.38,
Donna Moses,1,0,13779.99,
Donna Nelson,1,0,29565.51,
Donna Oliver,1,0,41220.44,
Donna Olson,1,0,42651.7,
Donna Owens,1,0,43919.93,
Donna Padilla,3,0,26849.96,
Donna Palmer,3,0,16950.89,
Donna Parker,1,0,10669.19,
Donna Parsons,1,0,6459.39,
Donna Patterson MD,1,0,8435.63,
Donna Paul,1,0,21788.05,
Donna Peters,1,0,11538.26,
Donna Porter,1,0,1035.22,
Donna Price,2,0,28847.9,
Donna Ramirez,2,0,21000.45,
Donna Ramos,1,0,31251.02,
Donna Robinson,1,0,33844.29,
Donna Rodgers,1,0,15816.02,
Donna Rodriguez,2,0,14848.84,
Donna Rogers,1,0,4092.67,
Donna Sanders,1,0,15484.07,
Donna Sherman,1,0,8651.05,
Donna Simmons,2,0,22433.21,
Donna Simpson,1,0,17964.57,
Donna Singh,1,0,21505.39,
Donna Smith,1,0,9979.17,
Donna Stanley,1,0,1612.05,
Donna Stein,1,0,28030.4,
Donna Stephens,1,0,13119.22,
Donna Stokes,1,0,36814.57,
Donna Taylor,4,0,26412.83,
Donna Terry,1,0,20124.63,
Donna Thomas,2,0,13635.99,
Donna Thompson,3,0,37633.81,
Donna Valdez,1,0,12567.1,
Donna Vargas,1,0,36014.09,
Donna Wagner,1,0,36061.99,
Donna Walker,2,0,7699.67,
Donna Wallace,1,0,27506.64,
Donna Walls,1,0,30984.43,
Donna Walsh,1,0,31730.04,
Donna Watson,1,0,29637.75,
Donna Weiss,2,0,48906.74,
Donna West,1,0,20837.66,
Donna Williams,2,0,47988.85,
Donna Williams MD,1,0,47005.95,
Donna Wilson,3,0,38388.39,
Donna Wise,1,0,31544.68,
Donna Wolfe,1,0,22710.33,
Donna Woods,1,0,8016.64,
Doris Allen,1,0,32235.04,
Doris Choi,1,0,45856.73,
Doris Frost,1,0,47753.44,
Doris Hawkins,1,0,33343.9,
Doris Hernandez,1,0,36407.51,
Doris Johnson,1,0,20086.22,
Doris Kline,1,0,44818.31,
Doris Moore,1,0,253.42,
Doris Nichols,2,0,25519.97,
Doris Roberts,1,0,14663.73,
Doris Smith,1,0,10227.8,
Doris Ware,1,0,49147.38,
Dorothy Brown,1,0,16878.41,
Dorothy Burke,2,0,9434.76,
Dorothy Fisher,1,0,29778.14,
Dorothy Garcia,1,0,33379.55,
Dorothy Gibson,1,0,3656.06,
Dorothy Gonzalez,1,0,4512.48,
Dorothy Greer,1,0,44745.53,
Dorothy Huerta,1,0,16382.51,
Dorothy Johnson,2,0,43356.5,
Dorothy Meadows,1,0,7272.24,
Dorothy Moon,1,0,23410.68,
Dorothy Moore,1,0,25802.48,
Dorothy Olsen,1,0,23887.07,
Dorothy Shepherd,2,0,49222.83,
Dorothy Simmons,2,0,32680.61,
Dorothy Woodward,1,0,49054.83,
Douglas Adams,1,0,22586.55,
Douglas Anderson,2,0,23954.32,
Douglas Bailey,1,0,40043.21,
Douglas Barnes,1,0,29903.72,
Douglas Brooks,1,0,27733.79,
Douglas Brown,1,0,48466.94,
Douglas Browning,1,0,43631.98,
Douglas Campbell,2,0,23510.17,
Douglas Carr,1,0,44748.94,
Douglas Cervantes,1,0,9103.83,
Douglas Cole,1,0,24172.11,
Douglas Combs,1,0,36324.42,
Douglas Cox,3,0,19454.31,
Douglas Crawford,1,0,24112.15,
Douglas Curry,1,0,39142.89,
Douglas David,1,0,16896.23,
Douglas Davis,1,0,43163.46,
Douglas Dawson,2,0,49139.08,
Douglas Dennis,2,0,6263.55,
Douglas Douglas,1,0,17130.49,
Douglas Duran,1,0,37991.4,
Douglas Edwards,1,0,39420.13,
Douglas Farmer,1,0,1990.41,
Douglas Fleming,1,0,6175.87,
Douglas Foster,1,0,19811.88,
Douglas Fuentes,1,0,12290.14,
Douglas Galvan,1,0,26862.36,
Douglas Garcia,1,0,10734.34,
Douglas Gardner,1,0,35927.19,
Douglas Graham,1,0,48455.55,
Douglas Hale,1,0,46771.45,
Douglas Hanna,1,0,21158.74,
Douglas Harper,1,0,5096.93,
Douglas Harris,3,0,36533.79,
Douglas Herman,1,0,20523.14,
Douglas Hernandez,1,0,28331.46,
Douglas Hodges,1,0,23649.21,
Douglas Hubbard,1,0,16669.13,
Douglas Hudson,2,0,8433.12,
Douglas Huffman,1,0,17555.87,
Douglas Hughes,1,0,41727.95,
Douglas Johnson,5,0,12849.57,
Douglas Johnson DVM,1,0,21967.72,
Douglas Jones,2,0,28498.61,
Douglas Kelley,1,0,10765.31,
Douglas King,1,0,14276.57,
Douglas Lambert,2,0,14304.23,
Douglas Lewis,1,0,19918.73,
Douglas Lewis MD,2,0,36577.34,
Douglas Li,1,0,35521.58,
Douglas Long,1,0,1178.77,
Douglas Maldonado,1,0,24057.38,
Douglas Martin,1,0,38736.97,
Douglas Martinez,1,0,19564.12,
Douglas Mayo,1,0,7999.59,
Douglas Mccoy,1,0,46783.39,
Douglas Mcdonald,1,0,34703.18,
Douglas Meadows,3,0,26244.21,
Douglas Medina,3,0,42123.89,
Douglas Miller,3,0,31624.4,
Douglas Moore,1,0,29585.98,
Douglas Moran,1,0,2290.67,
Douglas Morris,1,0,22686.68,
Douglas Murphy,1,0,33875.66,
Douglas Nelson,1,0,4724.07,
Douglas Norton,1,0,18635.36,
Douglas Orozco,1,0,36561.97,
Douglas Orr,1,0,20296.93,
Douglas Parrish,1,0,27580.86,
Douglas Parsons,1,0,27960.06,
Douglas Peck,1,0,44759.66,
Douglas Perkins,1,0,37737.48,
Douglas Phillips,1,0,32581.03,
Douglas Pope,1,0,30163.33,
Douglas Porter,1,0,4382.13,
Douglas Reyes,1,0,31861.97,
Douglas Rivera,1,0,31673.44,
Douglas Robbins,1,0,37006.41,
Douglas Rocha DDS,1,0,40921.2,
Douglas Rodriguez,2,0,12326.58,
Douglas Romero,1,0,26673.14,
Douglas Rosales,1,0,1308.45,
Douglas Russell,1,0,38236.84,
Douglas Sanchez,1,0,34734.61,
Douglas Schwartz,1,0,3305.11,
Douglas Smith,4,0,19593.98,
Douglas Snyder,1,0,39727.07,
Douglas Spencer,1,0,20876.46,
Douglas Stewart,1,0,47628.3,
Douglas Taylor,1,0,38468.18,
Douglas Torres,1,0,11032.74,
Douglas Velasquez,2,0,10992.11,
Douglas Walker,1,0,40482.61,
Douglas Walters,1,0,41148.68,
Douglas Weaver,1,0,30201.88,
Douglas Weeks,1,0,24683.02,
Douglas Wells,2,0,7824.58,
Douglas West,2,0,15225.33,
Douglas Wheeler,1,0,19508.39,
Douglas Williams,2,0,14043.56,
Douglas Wilson,1,0,20578.41,
Douglas Wong,2,0,42261.82,
Dr. Aaron Cole II,1,0,6636.59,
Dr. Aaron Morris,1,0,45788.64,
Dr. Adam Smith,1,0,43075.42,
Dr. Alex Clark,1,0,5078.63,
Dr. Alex Davila,1,0,22961.86,
Dr. Alexander Lynch,2,0,48103.43,
Dr. Alexander Willis,1,0,34867.24,
Dr. Alexandria Griffith,1,0,43212.59,
Dr. Alexis Hill,1,0,39395.56,
Dr. Alexis Phillips DVM,1,0,15513.04,
Dr. Alicia Oliver DVM,1,0,26426.87,
Dr. Amanda Moore,1,0,8310.06,
Dr. Amber Johnson DVM,1,0,2920.79,
Dr. Andres Roberts,2,0,10414.66,
Dr. Andrew Gray,1,0,16711.54,
Dr. Andrew Huynh,1,0,3150.23,
Dr. Andrew Rivera,1,0,29671.34,
Dr. Andrew Webster,1,0,27540.74,
Dr. Angela Hall,1,0,22403.35,
Dr. Anthony Bailey,1,0,30630.32,
Dr. Anthony Jones,1,0,23058.94,
Dr. Anthony Tyler,1,0,4841.62,
Dr. April Delgado,1,0,48592.33,
Dr. Arthur Rogers,1,0,26830.49,
Dr. Ashley Byrd,2,0,16768.7,
Dr. Ashley Roman,1,0,2515.96,
Dr. Bailey Rodriguez,1,0,25475.12,
Dr. Barbara Schultz MD,1,0,41465.64,
Dr. Benjamin Long,1,0,14700.33,
Dr. Benjamin Mills,1,0,20025.24,
Dr. Bobby Smith,1,0,13184.63,
